新	B
华	I
社	E
上	B
海	E
二	B
月	E
十	B
日	E
电	S
（	S
记	B
者	E
谢	B
金	I
虎	E
、	S
张	B
持	I
坚	E
）	S


上	B
海	E
浦	B
东	E
近	B
年	E
来	S
颁	B
布	E
实	B
行	E
了	S
涉	B
及	E
经	B
济	E
、	S
贸	B
易	E
、	S
建	B
设	E
、	S
规	B
划	E
、	S
科	B
技	E
、	S
文	B
教	E
等	S
领	B
域	E
的	S
七	B
十	I
一	E
件	S
法	B
规	I
性	E
文	B
件	E
，	S
确	B
保	E
了	S
浦	B
东	E
开	B
发	E
的	S
有	B
序	E
进	B
行	E
。	S


浦	B
东	E
开	B
发	E
开	B
放	E
是	S
一	S
项	S
振	B
兴	E
上	B
海	E
，	S
建	B
设	E
现	B
代	I
化	E
经	B
济	E
、	S
贸	B
易	E
、	S
金	B
融	E
中	B
心	E
的	S
跨	B
世	I
纪	E
工	B
程	E
，	S
因	B
此	E
大	B
量	E
出	B
现	E
的	S
是	S
以	B
前	E
不	S
曾	S
遇	B
到	E
过	S
的	S
新	S
情	B
况	E
、	S
新	S
问	B
题	E
。	S


对	S
此	S
，	S
浦	B
东	E
不	S
是	S
简	B
单	E
的	S
采	B
取	E
“	S
干	S
一	S
段	S
时	B
间	E
，	S
等	S
积	B
累	E
了	S
经	B
验	E
以	B
后	E
再	S
制	B
定	E
法	B
规	E
条	B
例	E
”	S
的	S
做	B
法	E
，	S
而	S
是	S
借	B
鉴	E
发	B
达	E
国	B
家	E
和	S
深	B
圳	E
等	S
特	B
区	E
的	S
经	B
验	E
教	B
训	E
，	S
聘	B
请	E
国	B
内	I
外	E
有	B
关	E
专	B
家	E
学	B
者	E
，	S
积	B
极	E
、	S
及	B
时	E
地	S
制	B
定	E
和	S
推	B
出	E
法	B
规	I
性	E
文	B
件	E
，	S
使	S
这	B
些	E
经	B
济	E
活	B
动	E
一	S
出	B
现	E
就	S
被	S
纳	B
入	E
法	B
制	E
轨	B
道	E
。	S


去	B
年	E
初	S
浦	B
东	E
新	B
区	E
诞	B
生	E
的	S
中	B
国	E
第	B
一	E
家	S
医	B
疗	E
机	B
构	E
药	B
品	E
采	B
购	E
服	B
务	E
中	B
心	E
，	S
正	S
因	B
为	E
一	S
开	B
始	E
就	S
比	B
较	E
规	B
范	E
，	S
运	B
转	E
至	B
今	E
，	S
成	B
交	E
药	B
品	E
一	B
亿	I
多	E
元	S
，	S
没	B
有	E
发	B
现	E
一	S
例	S
回	B
扣	E
。	S


建	B
筑	E
是	S
开	B
发	E
浦	B
东	E
的	S
一	S
项	S
主	B
要	E
经	B
济	E
活	B
动	E
，	S
这	B
些	E
年	S
有	S
数	B
百	E
家	S
建	B
筑	E
公	B
司	E
、	S
四	B
千	I
余	E
个	S
建	B
筑	E
工	B
地	E
遍	B
布	E
在	S
这	S
片	S
热	B
土	E
上	S
。	S


为	S
规	B
范	E
建	B
筑	E
行	B
为	E
，	S
防	B
止	E
出	B
现	E
无	B
序	E
现	B
象	E
，	S
新	B
区	E
管	B
委	I
会	E
根	B
据	E
国	B
家	E
和	S
上	B
海	I
市	E
的	S
有	B
关	E
规	B
定	E
，	S
结	B
合	E
浦	B
东	E
开	B
发	E
实	B
际	E
，	S
及	B
时	E
出	B
台	E
了	S
一	S
系	B
列	E
规	B
范	E
建	B
设	E
市	B
场	E
的	S
文	B
件	E
，	S
其	B
中	E
包	B
括	E
工	B
程	E
施	B
工	E
招	B
投	I
标	E
管	B
理	E
办	B
法	E
、	S
拆	B
迁	E
工	B
作	E
若	B
干	E
规	B
定	E
、	S
整	B
治	E
违	B
章	E
建	B
筑	E
实	B
施	E
办	B
法	E
、	S
通	B
信	E
设	B
施	E
及	S
管	B
线	E
配	B
套	E
建	B
设	E
意	B
见	E
、	S
建	B
设	E
工	B
地	E
施	B
工	E
环	B
境	E
管	B
理	E
暂	B
行	E
办	B
法	E
等	S
，	S
基	B
本	E
做	B
到	E
了	S
每	S
个	S
环	B
节	E
都	S
有	S
明	B
确	E
而	S
又	S
具	B
体	E
的	S
规	B
定	E
。	S


建	B
筑	E
公	B
司	E
进	S
区	S
，	S
有	B
关	E
部	B
门	E
先	S
送	B
上	E
这	B
些	E
法	B
规	I
性	E
文	B
件	E
，	S
然	B
后	E
有	S
专	B
门	E
队	B
伍	E
进	B
行	E
监	B
督	E
检	B
查	E
。	S


尽	B
管	E
浦	B
东	E
新	B
区	E
制	B
定	E
的	S
法	B
规	I
性	E
文	B
件	E
有	B
些	E
比	B
较	E
“	S
粗	S
”	S
，	S
有	B
些	E
还	S
只	S
是	S
暂	B
行	E
规	B
定	E
，	S
有	B
待	E
在	S
实	B
践	E
中	S
逐	B
步	E
完	B
善	E
，	S
但	S
这	S
种	S
法	B
制	E
紧	B
跟	E
经	B
济	E
和	S
社	B
会	E
活	B
动	E
的	S
做	B
法	E
，	S
受	B
到	E
了	S
国	B
内	I
外	E
投	B
资	I
者	E
的	S
好	S
评	S
，	S
他	B
们	E
认	B
为	E
，	S
到	S
浦	B
东	E
新	B
区	E
投	B
资	E
办	B
事	E
有	S
章	B
法	E
，	S
讲	S
规	B
矩	E
，	S
利	B
益	E
能	S
得	B
到	E
保	B
障	E
。	S


（	S
完	S
）	S


外	B
商	E
投	B
资	E
企	B
业	E
成	B
为	E
中	B
国	E
外	B
贸	E
重	B
要	E
增	B
长	I
点	E


新	B
华	I
社	E
北	B
京	E
二	B
月	E
十	B
一	I
日	E
电	S
（	S
记	B
者	E
唐	B
虹	E
）	S


海	B
关	E
统	B
计	E
表	B
明	E
，	S
“	S
八	B
五	E
”	S
期	B
间	E
（	S
一	B
九	I
九	I
０	I
年	E
―	S
一	B
九	I
九	I
五	I
年	E
）	S
，	S
中	B
国	E
外	B
商	E
投	B
资	E
企	B
业	E
的	S
进	B
出	I
口	E
呈	S
直	B
线	E
上	B
升	E
之	S
势	S
，	S
出	B
口	E
年	B
均	E
增	B
长	E
百	B
分	I
之	I
四	I
十	I
三	I
点	I
二	E
，	S
进	B
口	E
年	B
均	E
增	B
长	E
百	B
分	I
之	I
三	I
十	I
八	I
点	I
六	E
。	S


去	B
年	E
实	B
现	E
进	B
出	I
口	E
总	B
值	E
达	S
一	B
千	I
零	I
九	I
十	I
八	I
点	I
二	I
亿	E
美	B
元	E
，	S
占	S
全	S
国	S
进	B
出	I
口	E
总	B
值	E
的	S
比	B
重	E
由	S
上	S
年	S
的	S
百	B
分	I
之	I
三	I
十	I
七	E
提	B
高	E
到	S
百	B
分	I
之	I
三	I
十	I
九	E
。	S


中	B
国	E
建	B
筑	I
业	E
对	S
外	S
开	B
放	E
呈	B
现	E
新	S
格	B
局	E


新	B
华	I
社	E
北	B
京	E
二	B
月	E
十	B
三	I
日	E
电	S


